ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:08:58
WS10;tr7;Weight sensor measuring empty truck weight;2024-05-03 00:09:03
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:09:54
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:09:59
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:04
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:09
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:14
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:19
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:24
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:29
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:34
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:39
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:10:44
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:10
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:15
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:20
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:25
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:30
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:35
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:40
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:45
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:50
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:11:55
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:12:00
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-03 00:16:02
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-03 00:16:02
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-03 00:16:02
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-03 00:16:02
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-03 00:16:02
Temp3;Silo3;Temperature sensor measuring silo temperature;2024-05-03 00:17:47
Humd3;Silo3;Humidity sensor measuring silo humidity;2024-05-03 00:17:47
GrainTemp7;Silo3;1st Grain Termperature sensor located in the silo;2024-05-03 00:17:47
GrainTemp8;Silo3;2nd Grain Termperature sensor located in the silo;2024-05-03 00:17:47
GrainTemp9;Silo3;3rd Grain Termperature sensor located in the silo;2024-05-03 00:17:47
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:36:54
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:36:59
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:04
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:09
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:14
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:19
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:24
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:29
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:34
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:39
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:44
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:49
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:37:54
WS13;tr7;Weight sensor measuring loaded truck weight;2024-05-03 00:38:04
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:04
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:09
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:14
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:19
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:24
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:29
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:34
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:39
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:44
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:49
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:54
GPS_tr7;tr7;GPS sensor tracking truck location;2024-05-03 00:42:59
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:28
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:33
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:38
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:43
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:48
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:53
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:51:58
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:03
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:08
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:13
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:18
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:23
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:28
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:33
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:38
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:43
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:48
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:53
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:52:58
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:53:03
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:53:08
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:53:13
WS08;tr38;Weight sensor measuring loaded truck weight;2024-05-03 00:53:23
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:54:45
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:54:50
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:54:55
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:55:00
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:55:05
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:55:10
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:55:15
GPS_tr38;tr38;GPS sensor tracking truck location;2024-05-03 00:55:20
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:52:41
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:52:46
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:52:51
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:52:56
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:01
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:06
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:11
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:16
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:21
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 09:53:26
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:25
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:30
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:35
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:40
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:45
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:50
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:55:55
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:56:00
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:56:05
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 09:56:10
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:21
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:26
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:31
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:36
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:41
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:46
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:51
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:00:56
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:01:01
WS06;tr17;Weight sensor measuring empty truck weight;2024-05-03 10:01:06
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:26
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:31
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:36
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:41
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:46
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:51
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:02:56
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:01
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:06
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:11
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:16
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:21
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:26
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:31
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:36
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:41
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:46
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:51
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:03:56
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:04:01
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:04:06
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:04:11
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:04:16
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-03 10:06:32
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-03 10:06:32
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-03 10:06:32
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-03 10:06:32
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-03 10:06:32
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:06:46
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:06:51
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:06:56
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:01
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:06
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:11
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:16
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:21
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:26
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:31
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:36
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:41
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:46
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:51
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:07:56
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:08:01
WS16;tr6;Weight sensor measuring empty truck weight;2024-05-03 10:08:11
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:09:59
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:10:04
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:10:09
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:10:14
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 10:10:19
Temp4;Silo4;Temperature sensor measuring silo temperature;2024-05-03 10:23:40
Humd4;Silo4;Humidity sensor measuring silo humidity;2024-05-03 10:23:40
GrainTemp10;Silo4;1st Grain Termperature sensor located in the silo;2024-05-03 10:23:40
GrainTemp11;Silo4;2nd Grain Termperature sensor located in the silo;2024-05-03 10:23:40
GrainTemp12;Silo4;3rd Grain Termperature sensor located in the silo;2024-05-03 10:23:40
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:10
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:15
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:20
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:25
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:30
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:35
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:40
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:45
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:50
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:48:55
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:49:00
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:49:05
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:49:10
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:49:15
WS04;tr17;Weight sensor measuring loaded truck weight;2024-05-03 10:49:30
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:27
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:32
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:37
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:42
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:47
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:52
GPS_tr17;tr17;GPS sensor tracking truck location;2024-05-03 10:50:57
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:01:47
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:01:52
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:01:57
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:02
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:07
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:12
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:17
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:22
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:27
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:02:32
WS13;tr6;Weight sensor measuring loaded truck weight;2024-05-03 11:02:47
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:13
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:18
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:23
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:28
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:33
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:38
GPS_tr6;tr6;GPS sensor tracking truck location;2024-05-03 11:04:43
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:55:56
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:01
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:06
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:11
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:16
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:21
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:26
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:31
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:36
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:41
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:46
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:51
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:56:56
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:57:01
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:57:06
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 05:57:11
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:04
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:14
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:19
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:24
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:29
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:34
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:39
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:44
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:49
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:54
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 05:59:59
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:04
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:06
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:09
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:11
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:14
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:16
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:19
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:21
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:24
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:26
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:29
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:31
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:34
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:36
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:00:39
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:41
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:46
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:51
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:00:56
WS17;tr13;Weight sensor measuring empty truck weight;2024-05-04 06:01:01
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:06
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:11
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:16
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:21
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:26
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:31
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:36
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:41
GPS_tr13;tr13;GPS sensor tracking truck location;2024-05-04 06:04:46
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:05:38
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:05:43
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:05:48
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:05:53
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:05:58
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:03
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:08
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:13
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:18
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:23
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:28
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:33
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:38
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:43
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:48
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:53
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:06:58
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:07:03
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:07:08
WS06;tr3;Weight sensor measuring empty truck weight;2024-05-04 06:07:13
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:07
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:12
Temp18;Silo18;Temperature sensor measuring silo temperature;2024-05-04 06:08:14
Humd18;Silo18;Humidity sensor measuring silo humidity;2024-05-04 06:08:14
GrainTemp52;Silo18;1st Grain Termperature sensor located in the silo;2024-05-04 06:08:14
GrainTemp53;Silo18;2nd Grain Termperature sensor located in the silo;2024-05-04 06:08:14
GrainTemp54;Silo18;3rd Grain Termperature sensor located in the silo;2024-05-04 06:08:14
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:17
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:22
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:27
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:32
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:37
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:42
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:47
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:52
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:08:57
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:09:02
GPS_tr3;tr3;GPS sensor tracking truck location;2024-05-04 06:09:07
Temp18;Silo18;Temperature sensor measuring silo temperature;2024-05-04 06:15:38
Humd18;Silo18;Humidity sensor measuring silo humidity;2024-05-04 06:15:38
