IoTDeviceID;type;Status;Timestamp;Location;Interdependency
WS06_IR2,sensor,blocked,2024-05-06 05:22:56,weighbridge6,WS06
WS06_IR3,sensor,blocked,2024-05-06 05:22:56,weighbridge6,WS06
WS06_IR4,sensor,blocked,2024-05-06 05:22:56,weighbridge6,WS06
WS08_IR1,sensor,blocked,2024-05-06 05:23:07,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-06 05:23:07,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-06 05:23:07,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-06 05:23:07,weighbridge8,WS08
WS01_IR1,sensor,partially blocked,2024-05-06 05:24:26,weighbridge1,WS01
WS01_IR2,sensor,blocked,2024-05-06 05:24:26,weighbridge1,WS01
WS01_IR3,sensor,partially blocked,2024-05-06 05:24:26,weighbridge1,WS01
WS01_IR4,sensor,blocked,2024-05-06 05:24:26,weighbridge1,WS01
WS07_IR1,sensor,blocked,2024-05-06 05:25:42,weighbridge7,WS07
WS07_IR2,sensor,blocked,2024-05-06 05:25:42,weighbridge7,WS07
WS07_IR3,sensor,blocked,2024-05-06 05:25:42,weighbridge7,WS07
WS07_IR4,sensor,blocked,2024-05-06 05:25:42,weighbridge7,WS07
WS07_IR1,sensor,blocked,2024-05-06 05:27:11,weighbridge7,WS07
WS07_IR2,sensor,blocked,2024-05-06 05:27:11,weighbridge7,WS07
WS07_IR3,sensor,blocked,2024-05-06 05:27:11,weighbridge7,WS07
WS07_IR4,sensor,blocked,2024-05-06 05:27:11,weighbridge7,WS07
WS13_IR1,sensor,blocked,2024-05-06 05:28:17,weighbridge13,WS13
WS13_IR2,sensor,blocked,2024-05-06 05:28:17,weighbridge13,WS13
WS13_IR3,sensor,blocked,2024-05-06 05:28:17,weighbridge13,WS13
WS13_IR4,sensor,blocked,2024-05-06 05:28:17,weighbridge13,WS13
WS05_IR1,sensor,blocked,2024-05-06 05:28:27,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-06 05:28:27,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-06 05:28:27,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-06 05:28:27,weighbridge5,WS05
WS11_IR1,sensor,blocked,2024-05-06 05:28:59,weighbridge11,WS11
WS11_IR2,sensor,blocked,2024-05-06 05:28:59,weighbridge11,WS11
WS11_IR3,sensor,blocked,2024-05-06 05:28:59,weighbridge11,WS11
WS11_IR4,sensor,blocked,2024-05-06 05:28:59,weighbridge11,WS11
WS15_IR1,sensor,blocked,2024-05-06 05:30:43,weighbridge15,WS15
WS15_IR2,sensor,blocked,2024-05-06 05:30:43,weighbridge15,WS15
WS15_IR3,sensor,blocked,2024-05-06 05:30:43,weighbridge15,WS15
WS15_IR4,sensor,blocked,2024-05-06 05:30:43,weighbridge15,WS15
WS07_IR1,sensor,blocked,2024-05-06 05:30:48,weighbridge7,WS07
WS07_IR2,sensor,blocked,2024-05-06 05:30:48,weighbridge7,WS07
WS07_IR3,sensor,blocked,2024-05-06 05:30:48,weighbridge7,WS07
WS07_IR4,sensor,blocked,2024-05-06 05:30:48,weighbridge7,WS07
WS05_IR1,sensor,blocked,2024-05-06 05:32:34,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-06 05:32:34,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-06 05:32:34,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-06 05:32:34,weighbridge5,WS05
WS06_IR1,sensor,blocked,2024-05-06 05:32:36,weighbridge6,WS06
WS06_IR2,sensor,blocked,2024-05-06 05:32:36,weighbridge6,WS06
WS06_IR3,sensor,blocked,2024-05-06 05:32:36,weighbridge6,WS06
WS06_IR4,sensor,blocked,2024-05-06 05:32:36,weighbridge6,WS06
WS03_IR1,sensor,blocked,2024-05-06 05:34:26,weighbridge3,WS03
WS03_IR2,sensor,blocked,2024-05-06 05:34:26,weighbridge3,WS03
WS03_IR3,sensor,blocked,2024-05-06 05:34:26,weighbridge3,WS03
WS03_IR4,sensor,blocked,2024-05-06 05:34:26,weighbridge3,WS03
WS05_IR1,sensor,blocked,2024-05-06 05:35:54,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-06 05:35:54,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-06 05:35:54,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-06 05:35:54,weighbridge5,WS05
WS18_IR1,sensor,blocked,2024-05-06 05:36:46,weighbridge18,WS18
WS18_IR2,sensor,blocked,2024-05-06 05:36:46,weighbridge18,WS18
WS18_IR3,sensor,blocked,2024-05-06 05:36:46,weighbridge18,WS18
WS18_IR4,sensor,partially blocked,2024-05-06 05:36:46,weighbridge18,WS18
WS07_IR1,sensor,blocked,2024-05-06 05:37:39,weighbridge7,WS07
WS07_IR2,sensor,blocked,2024-05-06 05:37:39,weighbridge7,WS07
WS07_IR3,sensor,blocked,2024-05-06 05:37:39,weighbridge7,WS07
WS07_IR4,sensor,blocked,2024-05-06 05:37:39,weighbridge7,WS07
WS04_IR1,sensor,blocked,2024-05-06 05:41:51,weighbridge4,WS04
WS04_IR2,sensor,blocked,2024-05-06 05:41:51,weighbridge4,WS04
WS04_IR3,sensor,blocked,2024-05-06 05:41:51,weighbridge4,WS04
WS04_IR4,sensor,blocked,2024-05-06 05:41:51,weighbridge4,WS04
WS08_IR1,sensor,partially blocked,2024-05-06 05:42:17,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-06 05:42:17,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-06 05:42:17,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-06 05:42:17,weighbridge8,WS08
WS18_IR1,sensor,blocked,2024-05-06 05:42:44,weighbridge18,WS18
WS18_IR2,sensor,blocked,2024-05-06 05:42:44,weighbridge18,WS18
WS18_IR3,sensor,blocked,2024-05-06 05:42:44,weighbridge18,WS18
WS18_IR4,sensor,blocked,2024-05-06 05:42:44,weighbridge18,WS18
WS19_IR1,sensor,blocked,2024-05-06 05:44:53,weighbridge19,WS19
WS19_IR2,sensor,unblocked,2024-05-06 05:44:53,weighbridge19,WS19
WS19_IR3,sensor,blocked,2024-05-06 05:44:53,weighbridge19,WS19
WS19_IR4,sensor,blocked,2024-05-06 05:44:53,weighbridge19,WS19
WS14_IR1,sensor,blocked,2024-05-06 05:54:19,weighbridge14,WS14
WS14_IR2,sensor,blocked,2024-05-06 05:54:19,weighbridge14,WS14
WS14_IR3,sensor,blocked,2024-05-06 05:54:19,weighbridge14,WS14
WS14_IR4,sensor,blocked,2024-05-06 05:54:19,weighbridge14,WS14
WS20_IR1,sensor,blocked,2024-05-06 05:55:30,weighbridge20,WS20
WS20_IR2,sensor,blocked,2024-05-06 05:55:30,weighbridge20,WS20
WS20_IR3,sensor,blocked,2024-05-06 05:55:30,weighbridge20,WS20
WS20_IR4,sensor,blocked,2024-05-06 05:55:30,weighbridge20,WS20
WS14_IR1,sensor,blocked,2024-05-06 12:10:25,weighbridge14,WS14
WS14_IR2,sensor,blocked,2024-05-06 12:10:25,weighbridge14,WS14
WS14_IR3,sensor,blocked,2024-05-06 12:10:25,weighbridge14,WS14
WS14_IR4,sensor,blocked,2024-05-06 12:10:25,weighbridge14,WS14
WS14_IR1,sensor,blocked,2024-05-06 12:11:58,weighbridge14,WS14
WS14_IR2,sensor,blocked,2024-05-06 12:11:58,weighbridge14,WS14
WS14_IR3,sensor,blocked,2024-05-06 12:11:58,weighbridge14,WS14
WS14_IR4,sensor,blocked,2024-05-06 12:11:58,weighbridge14,WS14
WS17_IR1,sensor,blocked,2024-05-06 12:16:24,weighbridge17,WS17
WS17_IR2,sensor,blocked,2024-05-06 12:16:24,weighbridge17,WS17
WS17_IR3,sensor,blocked,2024-05-06 12:16:24,weighbridge17,WS17
WS17_IR4,sensor,blocked,2024-05-06 12:16:24,weighbridge17,WS17
WS10_IR1,sensor,blocked,2024-05-06 12:20:17,weighbridge10,WS10
WS10_IR2,sensor,blocked,2024-05-06 12:20:17,weighbridge10,WS10
WS10_IR3,sensor,blocked,2024-05-06 12:20:17,weighbridge10,WS10
WS10_IR4,sensor,blocked,2024-05-06 12:20:17,weighbridge10,WS10
WS12_IR1,sensor,blocked,2024-05-06 12:23:19,weighbridge12,WS12
WS12_IR2,sensor,blocked,2024-05-06 12:23:19,weighbridge12,WS12
WS12_IR3,sensor,blocked,2024-05-06 12:23:19,weighbridge12,WS12
WS12_IR4,sensor,blocked,2024-05-06 12:23:19,weighbridge12,WS12
WS03_IR1,sensor,blocked,2024-05-06 12:26:32,weighbridge3,WS03
WS03_IR2,sensor,partially blocked,2024-05-06 12:26:32,weighbridge3,WS03
WS03_IR3,sensor,blocked,2024-05-06 12:26:32,weighbridge3,WS03
WS03_IR4,sensor,blocked,2024-05-06 12:26:32,weighbridge3,WS03
WS15_IR1,sensor,blocked,2024-05-06 12:28:50,weighbridge15,WS15
WS15_IR2,sensor,partially blocked,2024-05-06 12:28:50,weighbridge15,WS15
WS15_IR3,sensor,blocked,2024-05-06 12:28:50,weighbridge15,WS15
WS15_IR4,sensor,blocked,2024-05-06 12:28:50,weighbridge15,WS15
WS13_IR1,sensor,blocked,2024-05-06 12:29:50,weighbridge13,WS13
WS13_IR2,sensor,blocked,2024-05-06 12:29:50,weighbridge13,WS13
WS13_IR3,sensor,blocked,2024-05-06 12:29:50,weighbridge13,WS13
WS13_IR4,sensor,blocked,2024-05-06 12:29:50,weighbridge13,WS13
WS08_IR1,sensor,blocked,2024-05-06 12:32:00,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-06 12:32:00,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-06 12:32:00,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-06 12:32:00,weighbridge8,WS08
WS12_IR1,sensor,blocked,2024-05-06 12:32:12,weighbridge12,WS12
WS12_IR2,sensor,blocked,2024-05-06 12:32:12,weighbridge12,WS12
WS12_IR3,sensor,blocked,2024-05-06 12:32:12,weighbridge12,WS12
WS12_IR4,sensor,blocked,2024-05-06 12:32:12,weighbridge12,WS12
WS06_IR1,sensor,blocked,2024-05-06 12:33:50,weighbridge6,WS06
WS06_IR2,sensor,blocked,2024-05-06 12:33:50,weighbridge6,WS06
WS06_IR3,sensor,blocked,2024-05-06 12:33:50,weighbridge6,WS06
WS06_IR4,sensor,blocked,2024-05-06 12:33:50,weighbridge6,WS06
WS20_IR1,sensor,blocked,2024-05-08 05:13:21,weighbridge20,WS20
WS20_IR2,sensor,blocked,2024-05-08 05:13:21,weighbridge20,WS20
WS20_IR3,sensor,blocked,2024-05-08 05:13:21,weighbridge20,WS20
WS20_IR4,sensor,blocked,2024-05-08 05:13:21,weighbridge20,WS20
WS02_IR1,sensor,blocked,2024-05-08 05:24:56,weighbridge2,WS02
WS02_IR2,sensor,blocked,2024-05-08 05:24:56,weighbridge2,WS02
WS02_IR3,sensor,blocked,2024-05-08 05:24:56,weighbridge2,WS02
WS02_IR4,sensor,blocked,2024-05-08 05:24:56,weighbridge2,WS02
WS20_IR1,sensor,blocked,2024-05-08 05:37:33,weighbridge20,WS20
WS20_IR2,sensor,blocked,2024-05-08 05:37:33,weighbridge20,WS20
WS20_IR3,sensor,blocked,2024-05-08 05:37:33,weighbridge20,WS20
WS20_IR4,sensor,blocked,2024-05-08 05:37:33,weighbridge20,WS20
WS13_IR1,sensor,blocked,2024-05-08 05:45:13,weighbridge13,WS13
WS13_IR2,sensor,blocked,2024-05-08 05:45:13,weighbridge13,WS13
WS13_IR3,sensor,blocked,2024-05-08 05:45:13,weighbridge13,WS13
WS13_IR4,sensor,blocked,2024-05-08 05:45:13,weighbridge13,WS13
WS16_IR1,sensor,blocked,2024-05-08 05:46:30,weighbridge16,WS16
WS16_IR2,sensor,blocked,2024-05-08 05:46:30,weighbridge16,WS16
WS16_IR3,sensor,blocked,2024-05-08 05:46:30,weighbridge16,WS16
WS16_IR4,sensor,blocked,2024-05-08 05:46:30,weighbridge16,WS16
WS14_IR1,sensor,blocked,2024-05-08 05:56:53,weighbridge14,WS14
WS14_IR2,sensor,blocked,2024-05-08 05:56:53,weighbridge14,WS14
WS14_IR3,sensor,blocked,2024-05-08 05:56:53,weighbridge14,WS14
WS14_IR4,sensor,blocked,2024-05-08 05:56:53,weighbridge14,WS14
WS05_IR1,sensor,blocked,2024-05-08 06:08:11,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-08 06:08:11,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-08 06:08:11,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-08 06:08:11,weighbridge5,WS05
WS09_IR1,sensor,blocked,2024-05-08 06:10:35,weighbridge9,WS09
WS09_IR2,sensor,blocked,2024-05-08 06:10:35,weighbridge9,WS09
WS09_IR3,sensor,blocked,2024-05-08 06:10:35,weighbridge9,WS09
WS09_IR4,sensor,blocked,2024-05-08 06:10:35,weighbridge9,WS09
WS06_IR1,sensor,blocked,2024-05-08 06:16:07,weighbridge6,WS06
WS06_IR2,sensor,blocked,2024-05-08 06:16:07,weighbridge6,WS06
WS06_IR3,sensor,blocked,2024-05-08 06:16:07,weighbridge6,WS06
WS06_IR4,sensor,blocked,2024-05-08 06:16:07,weighbridge6,WS06
WS03_IR1,sensor,blocked,2024-05-08 06:18:27,weighbridge3,WS03
WS03_IR2,sensor,blocked,2024-05-08 06:18:27,weighbridge3,WS03
WS03_IR3,sensor,blocked,2024-05-08 06:18:27,weighbridge3,WS03
WS03_IR4,sensor,blocked,2024-05-08 06:18:27,weighbridge3,WS03
WS12_IR1,sensor,blocked,2024-05-08 06:18:36,weighbridge12,WS12
WS12_IR2,sensor,blocked,2024-05-08 06:18:36,weighbridge12,WS12
WS12_IR3,sensor,blocked,2024-05-08 06:18:36,weighbridge12,WS12
WS12_IR4,sensor,blocked,2024-05-08 06:18:36,weighbridge12,WS12
WS05_IR1,sensor,blocked,2024-05-08 06:22:07,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-08 06:22:07,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-08 06:22:07,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-08 06:22:07,weighbridge5,WS05
WS08_IR1,sensor,blocked,2024-05-08 06:22:35,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-08 06:22:35,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-08 06:22:35,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-08 06:22:35,weighbridge8,WS08
WS09_IR1,sensor,blocked,2024-05-08 06:25:34,weighbridge9,WS09
WS09_IR2,sensor,blocked,2024-05-08 06:25:34,weighbridge9,WS09
WS09_IR3,sensor,blocked,2024-05-08 06:25:34,weighbridge9,WS09
WS09_IR4,sensor,partially blocked,2024-05-08 06:25:34,weighbridge9,WS09
WS01_IR1,sensor,blocked,2024-05-08 06:26:24,weighbridge1,WS01
WS01_IR2,sensor,unblocked,2024-05-08 06:26:24,weighbridge1,WS01
WS01_IR3,sensor,blocked,2024-05-08 06:26:24,weighbridge1,WS01
WS01_IR4,sensor,blocked,2024-05-08 06:26:24,weighbridge1,WS01
WS12_IR1,sensor,blocked,2024-05-08 06:27:02,weighbridge12,WS12
WS12_IR2,sensor,blocked,2024-05-08 06:27:02,weighbridge12,WS12
WS12_IR3,sensor,partially blocked,2024-05-08 06:27:02,weighbridge12,WS12
WS12_IR4,sensor,blocked,2024-05-08 06:27:02,weighbridge12,WS12
WS18_IR1,sensor,blocked,2024-05-08 06:30:06,weighbridge18,WS18
WS18_IR2,sensor,blocked,2024-05-08 06:30:06,weighbridge18,WS18
WS18_IR3,sensor,blocked,2024-05-08 06:30:06,weighbridge18,WS18
WS18_IR4,sensor,blocked,2024-05-08 06:30:06,weighbridge18,WS18
WS01_IR1,sensor,blocked,2024-05-08 06:32:11,weighbridge1,WS01
WS01_IR2,sensor,blocked,2024-05-08 06:32:11,weighbridge1,WS01
WS01_IR3,sensor,blocked,2024-05-08 06:32:11,weighbridge1,WS01
WS01_IR4,sensor,blocked,2024-05-08 06:32:11,weighbridge1,WS01
WS08_IR1,sensor,blocked,2024-05-08 06:34:04,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-08 06:34:04,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-08 06:34:04,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-08 06:34:04,weighbridge8,WS08
WS03_IR1,sensor,unblocked,2024-05-08 06:34:10,weighbridge3,WS03
WS03_IR2,sensor,blocked,2024-05-08 06:34:10,weighbridge3,WS03
WS03_IR3,sensor,blocked,2024-05-08 06:34:10,weighbridge3,WS03
WS03_IR4,sensor,blocked,2024-05-08 06:34:10,weighbridge3,WS03
WS08_IR1,sensor,blocked,2024-05-08 06:45:03,weighbridge8,WS08
WS08_IR2,sensor,blocked,2024-05-08 06:45:03,weighbridge8,WS08
WS08_IR3,sensor,blocked,2024-05-08 06:45:03,weighbridge8,WS08
WS08_IR4,sensor,blocked,2024-05-08 06:45:03,weighbridge8,WS08
WS04_IR1,sensor,blocked,2024-05-08 06:51:40,weighbridge4,WS04
WS04_IR2,sensor,blocked,2024-05-08 06:51:40,weighbridge4,WS04
WS04_IR3,sensor,blocked,2024-05-08 06:51:40,weighbridge4,WS04
WS04_IR4,sensor,blocked,2024-05-08 06:51:40,weighbridge4,WS04
WS18_IR1,sensor,blocked,2024-05-08 06:52:42,weighbridge18,WS18
WS18_IR2,sensor,blocked,2024-05-08 06:52:42,weighbridge18,WS18
WS18_IR3,sensor,unblocked,2024-05-08 06:52:42,weighbridge18,WS18
WS18_IR4,sensor,blocked,2024-05-08 06:52:42,weighbridge18,WS18
WS11_IR1,sensor,blocked,2024-05-08 06:54:20,weighbridge11,WS11
WS11_IR2,sensor,blocked,2024-05-08 06:54:20,weighbridge11,WS11
WS11_IR3,sensor,blocked,2024-05-08 06:54:20,weighbridge11,WS11
WS11_IR4,sensor,blocked,2024-05-08 06:54:20,weighbridge11,WS11
WS19_IR1,sensor,blocked,2024-05-08 06:55:03,weighbridge19,WS19
WS19_IR2,sensor,blocked,2024-05-08 06:55:03,weighbridge19,WS19
WS19_IR3,sensor,blocked,2024-05-08 06:55:03,weighbridge19,WS19
WS19_IR4,sensor,blocked,2024-05-08 06:55:03,weighbridge19,WS19
WS06_IR1,sensor,blocked,2024-05-08 07:00:38,weighbridge6,WS06
WS06_IR2,sensor,blocked,2024-05-08 07:00:38,weighbridge6,WS06
WS06_IR3,sensor,blocked,2024-05-08 07:00:38,weighbridge6,WS06
WS06_IR4,sensor,blocked,2024-05-08 07:00:38,weighbridge6,WS06
WS05_IR1,sensor,blocked,2024-05-08 07:01:02,weighbridge5,WS05
WS05_IR2,sensor,blocked,2024-05-08 07:01:02,weighbridge5,WS05
WS05_IR3,sensor,blocked,2024-05-08 07:01:02,weighbridge5,WS05
WS05_IR4,sensor,blocked,2024-05-08 07:01:02,weighbridge5,WS05
WS15_IR1,sensor,blocked,2024-05-08 07:01:13,weighbridge15,WS15
WS15_IR2,sensor,blocked,2024-05-08 07:01:13,weighbridge15,WS15
WS15_IR3,sensor,blocked,2024-05-08 07:01:13,weighbridge15,WS15
WS15_IR4,sensor,blocked,2024-05-08 07:01:13,weighbridge15,WS15
WS02_IR1,sensor,blocked,2024-05-08 07:01:16,weighbridge2,WS02
WS02_IR2,sensor,blocked,2024-05-08 07:01:16,weighbridge2,WS02
WS02_IR3,sensor,blocked,2024-05-08 07:01:16,weighbridge2,WS02
