Cr14;2024-05-01 09:46:16;Cargo stock weight(withholding);;64268.3
Cr1;2024-05-01 09:54:33;Cargo stock weight(withholding);;71761.8
Cr10;2024-05-01 10:44:55;Cargo stock weight(withholding);;114685.4
Cr9;2024-05-01 10:51:04;Cargo stock weight(withholding);;71499.4
Cr7;2024-05-01 11:45:53;Cargo stock weight(withholding);;64423.7
Cr18;2024-05-01 12:59:37;Cargo stock weight(withholding);;78309.0
Cr15;2024-05-01 13:47:54;Cargo stock weight(withholding);;98724.7
Cr17;2024-05-01 14:26:37;Cargo stock weight(withholding);;77006.1
Cr8;2024-05-01 16:07:22;Cargo stock weight(withholding);;71957.7
Cr19;2024-05-01 16:19:48;Cargo stock weight(withholding);;74928.1
Cr4;2024-05-01 16:23:43;Cargo stock weight(withholding);;99826.1
Cr16;2024-05-01 17:06:13;Cargo stock weight(withholding);;70742.6
Cr6;2024-05-01 17:39:57;Cargo stock weight(withholding);;104536.9
Cr14;2024-05-01 18:15:03;Cargo stock weight(withholding);;52702.7
Cr13;2024-05-01 20:01:22;Cargo stock weight(withholding);;77663.8
Cr12;2024-05-01 20:05:29;Cargo stock weight(withholding);;76519.5
Cr5;2024-05-01 20:57:20;Cargo stock weight(withholding);;48033.2
Cr3;2024-05-01 22:13:20;Cargo stock weight(withholding);;56698.9
Cr7;2024-05-01 22:23:24;Cargo stock weight(withholding);;54133.9
Cr18;2024-05-01 22:30:17;Cargo stock weight(withholding);;66859.4
Cr9;2024-05-01 23:48:50;Cargo stock weight(withholding);;59838.3
Cr2;2024-05-02 00:58:34;Cargo stock weight(withholding);;73019.8
Cr11;2024-05-02 02:04:21;Cargo stock weight(withholding);;55847.8
Cr19;2024-05-02 02:53:54;Cargo stock weight(withholding);;64002.4
Cr10;2024-05-02 03:19:01;Cargo stock weight(withholding);;104236.9
Cr5;2024-05-02 04:12:56;Cargo stock weight(withholding);;36687.3
Cr15;2024-05-02 04:47:09;Cargo stock weight(withholding);;88226.3
Cr8;2024-05-02 04:49:11;Cargo stock weight(withholding);;60615.7
Cr16;2024-05-02 05:53:25;Cargo stock weight(withholding);;59277.5
Cr20;2024-05-02 05:53:37;Cargo stock weight(withholding);;67789.2
Cr1;2024-05-02 06:24:28;Cargo stock weight(withholding);;61125.6
Cr17;2024-05-02 06:26:21;Cargo stock weight(withholding);;65358.2
Cr12;2024-05-02 06:44:51;Cargo stock weight(withholding);;64891.0
Cr7;2024-05-02 06:46:22;Cargo stock weight(withholding);;43678.6
Cr4;2024-05-02 08:57:38;Cargo stock weight(withholding);;89495.9
Cr9;2024-05-02 09:10:47;Cargo stock weight(withholding);;48988.5
Cr6;2024-05-02 09:28:11;Cargo stock weight(withholding);;93217.9
Cr11;2024-05-02 10:24:36;Cargo stock weight(withholding);;44272.5
Cr2;2024-05-02 10:49:15;Cargo stock weight(withholding);;61871.1
Cr14;2024-05-02 12:53:07;Cargo stock weight(withholding);;42320.5
Cr7;2024-05-02 14:08:42;Cargo stock weight(withholding);;32021.5
Cr3;2024-05-02 14:22:04;Cargo stock weight(withholding);;46315.2
Cr13;2024-05-02 16:04:10;Cargo stock weight(withholding);;65984.5
Cr12;2024-05-02 16:32:00;Cargo stock weight(withholding);;53698.2
Cr18;2024-05-02 16:58:06;Cargo stock weight(withholding);;55773.0
Cr6;2024-05-02 17:32:45;Cargo stock weight(withholding);;81236.3
Cr11;2024-05-02 18:25:44;Cargo stock weight(withholding);;34103.9
Cr1;2024-05-02 19:11:34;Cargo stock weight(withholding);;49549.9
Cr2;2024-05-02 19:54:50;Cargo stock weight(withholding);;49925.9
Cr9;2024-05-02 19:57:19;Cargo stock weight(withholding);;37243.6
Cr16;2024-05-02 20:33:09;Cargo stock weight(withholding);;47826.8
Cr8;2024-05-02 21:24:39;Cargo stock weight(withholding);;50256.0
Cr7;2024-05-02 22:11:30;Cargo stock weight(withholding);;21751.2
Cr5;2024-05-02 22:35:50;Cargo stock weight(withholding);;26156.5
Cr10;2024-05-02 23:32:39;Cargo stock weight(withholding);;92996.5
Cr14;2024-05-03 01:39:50;Cargo stock weight(withholding);;31513.6
Cr20;2024-05-03 03:17:20;Cargo stock weight(withholding);;56370.4
Cr13;2024-05-03 03:37:59;Cargo stock weight(withholding);;55203.3
Cr15;2024-05-03 03:38:51;Cargo stock weight(withholding);;77921.7
Cr19;2024-05-03 05:17:38;Cargo stock weight(withholding);;53043.2
Cr2;2024-05-03 05:59:02;Cargo stock weight(withholding);;38466.4
Cr4;2024-05-03 06:19:21;Cargo stock weight(withholding);;78517.9
Cr3;2024-05-03 06:24:43;Cargo stock weight(withholding);;34653.9
Cr11;2024-05-03 06:25:26;Cargo stock weight(withholding);;22479.1
Cr5;2024-05-03 08:08:36;Cargo stock weight(withholding);;14605.6
Cr8;2024-05-03 08:21:54;Cargo stock weight(withholding);;39402.6
Cr12;2024-05-03 08:33:46;Cargo stock weight(withholding);;42187.3
Cr17;2024-05-03 09:58:10;Cargo stock weight(withholding);;53767.1
Cr7;2024-05-03 10:07:02;Cargo stock weight(withholding);;10665.3
Cr6;2024-05-03 10:52:21;Cargo stock weight(withholding);;69690.8
Cr10;2024-05-03 10:53:06;Cargo stock weight(withholding);;81303.0
Cr9;2024-05-03 11:43:22;Cargo stock weight(withholding);;25420.5
Cr18;2024-05-03 13:11:46;Cargo stock weight(withholding);;45759.8
Cr4;2024-05-03 14:19:33;Cargo stock weight(withholding);;66823.5
Cr20;2024-05-03 14:30:49;Cargo stock weight(withholding);;45857.7
Cr1;2024-05-03 14:43:45;Cargo stock weight(withholding);;37634.7
Cr14;2024-05-03 15:05:46;Cargo stock weight(withholding);;20419.8
Cr8;2024-05-03 15:48:43;Cargo stock weight(withholding);;29182.1
Cr2;2024-05-03 16:56:07;Cargo stock weight(withholding);;27642.1
Cr15;2024-05-03 17:37:32;Cargo stock weight(withholding);;66635.3
Cr19;2024-05-03 18:38:48;Cargo stock weight(withholding);;42784.1
Cr13;2024-05-03 20:24:39;Cargo stock weight(withholding);;43421.2
Cr16;2024-05-03 20:27:18;Cargo stock weight(withholding);;36073.7
Cr11;2024-05-03 20:27:42;Cargo stock weight(withholding);;11478.2
Cr5;2024-05-03 21:43:09;Cargo stock weight(withholding);;4576.6
Cr12;2024-05-03 22:08:47;Cargo stock weight(withholding);;31874.3
Cr14;2024-05-03 22:17:38;Cargo stock weight(withholding);;8789.5
Cr1;2024-05-03 22:37:17;Cargo stock weight(withholding);;26964.2
Cr9;2024-05-03 22:55:47;Cargo stock weight(withholding);;14767.5
Cr17;2024-05-04 01:02:33;Cargo stock weight(withholding);;43608.9
Cr19;2024-05-04 01:41:09;Cargo stock weight(withholding);;31612.1
Cr3;2024-05-04 02:58:12;Cargo stock weight(withholding);;23005.6
Cr2;2024-05-04 03:41:01;Cargo stock weight(withholding);;16982.5
Cr10;2024-05-04 03:41:29;Cargo stock weight(withholding);;70750.4
Cr7;2024-05-04 04:38:05;Cargo stock weight(withholding);;0.0
Cr5;2024-05-04 05:05:07;Cargo stock weight(withholding);;0.0
Cr20;2024-05-04 05:13:01;Cargo stock weight(withholding);;35564.0
Cr12;2024-05-04 05:18:03;Cargo stock weight(withholding);;21413.6
Cr8;2024-05-04 06:19:42;Cargo stock weight(withholding);;17818.6
Cr4;2024-05-04 06:34:42;Cargo stock weight(withholding);;55820.9
Cr7;2024-05-04 08:07:10;Cargo stock weight(real);;;113443.4
Cr9;2024-05-04 08:08:57;Cargo stock weight(withholding);;3294.2
Cr6;2024-05-04 08:27:31;Cargo stock weight(withholding);;58850.3
Cr7;2024-05-04 09:10:16;Cargo stock weight(real);;;108270.6
Cr13;2024-05-04 09:46:04;Cargo stock weight(withholding);;32021.0
Cr15;2024-05-04 10:12:39;Cargo stock weight(withholding);;56394.0
Cr11;2024-05-04 11:57:58;Cargo stock weight(withholding);;0.0
Cr2;2024-05-04 12:39:02;Cargo stock weight(withholding);;6060.0
Cr18;2024-05-04 13:14:42;Cargo stock weight(withholding);;33866.5
Cr4;2024-05-04 13:43:47;Cargo stock weight(withholding);;44662.1
Cr8;2024-05-04 14:06:28;Cargo stock weight(withholding);;5993.5
Cr17;2024-05-04 19:40:44;Cargo stock weight(withholding);;33422.5
Cr20;2024-05-04 21:07:47;Cargo stock weight(withholding);;23755.0
Cr6;2024-05-04 21:13:54;Cargo stock weight(withholding);;47989.8
Cr16;2024-05-05 00:15:32;Cargo stock weight(withholding);;24789.0
Cr3;2024-05-05 00:44:39;Cargo stock weight(withholding);;11941.7
Cr15;2024-05-05 01:07:44;Cargo stock weight(withholding);;46151.8
Cr19;2024-05-05 01:37:51;Cargo stock weight(withholding);;20258.4
Cr4;2024-05-05 01:51:26;Cargo stock weight(withholding);;32970.0
Cr14;2024-05-05 02:40:57;Cargo stock weight(withholding);;0.0
Cr14;2024-05-05 02:41:02;Cargo stock weight(real);;;102260.8
Cr13;2024-05-05 02:51:20;Cargo stock weight(withholding);;21020.7
Cr14;2024-05-05 02:54:09;Cargo stock weight(real);;;96763.9
Cr1;2024-05-05 03:07:11;Cargo stock weight(withholding);;15240.9
Cr9;2024-05-05 03:09:43;Cargo stock weight(withholding);;0.0
Cr2;2024-05-05 03:58:17;Cargo stock weight(withholding);;0.0
Cr18;2024-05-05 05:07:15;Cargo stock weight(withholding);;23172.0
Cr12;2024-05-05 05:15:04;Cargo stock weight(withholding);;10868.7
Cr20;2024-05-05 06:44:48;Cargo stock weight(withholding);;13326.5
Cr8;2024-05-05 07:46:14;Cargo stock weight(withholding);;0.0
Cr10;2024-05-05 08:10:02;Cargo stock weight(withholding);;60636.9
Cr17;2024-05-05 10:43:02;Cargo stock weight(withholding);;22293.6
Cr15;2024-05-05 12:39:20;Cargo stock weight(withholding);;35619.3
Cr16;2024-05-05 12:57:48;Cargo stock weight(withholding);;13013.0
Cr13;2024-05-05 13:50:31;Cargo stock weight(withholding);;9578.4
Cr6;2024-05-05 19:33:47;Cargo stock weight(withholding);;37396.7
Cr17;2024-05-05 20:48:40;Cargo stock weight(withholding);;12231.5
Cr1;2024-05-05 20:49:37;Cargo stock weight(withholding);;5169.9
Cr20;2024-05-05 21:31:54;Cargo stock weight(withholding);;1764.0
Cr19;2024-05-05 21:43:16;Cargo stock weight(withholding);;9793.4
Cr3;2024-05-05 22:41:58;Cargo stock weight(withholding);;1423.3
Cr18;2024-05-06 00:54:57;Cargo stock weight(withholding);;12900.0
Cr15;2024-05-06 03:29:54;Cargo stock weight(withholding);;24671.5
Cr7;2024-05-06 05:04:45;Cargo stock weight(withholding);;5235.8
Cr10;2024-05-06 05:31:42;Cargo stock weight(withholding);;49155.4
Cr5;2024-05-06 05:48:49;Cargo stock weight(real);;;97950.7
Cr17;2024-05-06 05:49:17;Cargo stock weight(withholding);;1865.6
Cr5;2024-05-06 06:00:18;Cargo stock weight(real);;;92261.0
Cr5;2024-05-06 06:04:07;Cargo stock weight(real);;;87684.4
Cr5;2024-05-06 06:04:47;Cargo stock weight(real);;;82252.5
Cr5;2024-05-06 06:06:47;Cargo stock weight(real);;;76584.8
Cr4;2024-05-06 06:10:19;Cargo stock weight(withholding);;22191.5
Cr5;2024-05-06 06:12:18;Cargo stock weight(real);;;71683.2
Cr5;2024-05-06 06:13:58;Cargo stock weight(real);;;65825.5
Cr5;2024-05-06 06:17:08;Cargo stock weight(real);;;60344.8
Cr5;2024-05-06 06:28:52;Cargo stock weight(real);;;55067.2
Cr5;2024-05-06 06:32:36;Cargo stock weight(real);;;49007.9
Cr5;2024-05-06 06:37:03;Cargo stock weight(real);;;43719.1
Cr5;2024-05-06 06:41:45;Cargo stock weight(real);;;38245.9
Cr5;2024-05-06 06:43:59;Cargo stock weight(real);;;32854.7
Cr5;2024-05-06 06:52:46;Cargo stock weight(real);;;27727.3
Cr5;2024-05-06 06:59:04;Cargo stock weight(real);;;22127.6
Cr5;2024-05-06 07:07:08;Cargo stock weight(real);;;16599.1
Cr5;2024-05-06 07:08:04;Cargo stock weight(real);;;10821.4
Cr5;2024-05-06 07:12:06;Cargo stock weight(real);;;5568.2
Cr5;2024-05-06 07:41:33;Cargo stock weight(real);;;0.0
Cr12;2024-05-06 07:58:26;Cargo stock weight(withholding);;60.2
Cr1;2024-05-06 08:17:59;Cargo stock weight(withholding);;0.0
Cr1;2024-05-06 08:26:45;Cargo stock weight(real);;;108724.8
Cr1;2024-05-06 08:30:29;Cargo stock weight(real);;;103577.0
Cr3;2024-05-06 09:35:48;Cargo stock weight(withholding);;0.0
Cr16;2024-05-06 09:41:47;Cargo stock weight(withholding);;2881.2
Cr13;2024-05-06 11:20:08;Cargo stock weight(withholding);;0.0
Cr11;2024-05-06 12:49:24;Cargo stock weight(real);;;94708.5
Cr11;2024-05-06 13:00:32;Cargo stock weight(real);;;89079.1
Cr11;2024-05-06 13:04:36;Cargo stock weight(real);;;83527.2
Cr11;2024-05-06 13:05:34;Cargo stock weight(real);;;77884.2
Cr11;2024-05-06 13:05:42;Cargo stock weight(real);;;72435.2
Cr11;2024-05-06 13:11:39;Cargo stock weight(real);;;66725.1
Cr11;2024-05-06 13:24:32;Cargo stock weight(real);;;61167.1
Cr11;2024-05-06 13:39:47;Cargo stock weight(real);;;55719.7
Cr11;2024-05-06 13:51:41;Cargo stock weight(real);;;49884.5
Cr11;2024-05-06 14:14:49;Cargo stock weight(real);;;44260.4
Cr11;2024-05-06 14:39:24;Cargo stock weight(real);;;38444.8
Cr20;2024-05-06 15:26:46;Cargo stock weight(withholding);;0.0
Cr7;2024-05-06 15:52:07;Cargo stock weight(withholding);;0.0
Cr7;2024-05-06 15:52:12;Cargo stock weight(real);;;103077.1
Cr7;2024-05-06 15:52:12;Cargo stock weight(real);;;97843.7
Cr7;2024-05-06 15:52:12;Cargo stock weight(real);;;92062.1
Cr7;2024-05-06 15:52:17;Cargo stock weight(withholding);;5458.5
Cr7;2024-05-06 15:52:17;Cargo stock weight(real);;;86800.3
Cr6;2024-05-06 16:32:19;Cargo stock weight(withholding);;27146.9
Cr18;2024-05-06 16:42:59;Cargo stock weight(withholding);;1515.9
Cr17;2024-05-06 18:11:17;Cargo stock weight(withholding);;0.0
Cr12;2024-05-06 20:05:45;Cargo stock weight(withholding);;0.0
Cr19;2024-05-06 20:46:08;Cargo stock weight(withholding);;0.0
Cr4;2024-05-06 23:09:07;Cargo stock weight(withholding);;11998.6
Cr16;2024-05-07 00:20:41;Cargo stock weight(withholding);;0.0
Cr15;2024-05-07 00:23:49;Cargo stock weight(withholding);;13979.4
Cr16;2024-05-07 00:29:27;Cargo stock weight(real);;;109522.1
Cr16;2024-05-07 00:35:03;Cargo stock weight(real);;;104158.3
Cr10;2024-05-07 02:27:57;Cargo stock weight(withholding);;38338.5
Cr6;2024-05-07 02:57:19;Cargo stock weight(withholding);;16414.2
Cr15;2024-05-07 08:27:45;Cargo stock weight(withholding);;3742.1
Cr6;2024-05-07 10:26:23;Cargo stock weight(withholding);;5439.0
Cr7;2024-05-07 11:07:00;Cargo stock weight(withholding);;0.0
Cr7;2024-05-07 11:07:10;Cargo stock weight(withholding);;5507.1
Cr18;2024-05-07 13:42:12;Cargo stock weight(withholding);;0.0
Cr10;2024-05-07 17:32:28;Cargo stock weight(withholding);;26971.8
Cr15;2024-05-07 20:32:26;Cargo stock weight(withholding);;0.0
Cr7;2024-05-07 22:22:20;Cargo stock weight(withholding);;0.0
Cr7;2024-05-07 22:22:25;Cargo stock weight(real);;;81694.6
Cr7;2024-05-07 22:22:25;Cargo stock weight(real);;;75921.0
Cr7;2024-05-07 22:22:25;Cargo stock weight(real);;;70703.3
Cr7;2024-05-07 22:22:25;Cargo stock weight(real);;;65660.2
Cr7;2024-05-07 22:23:01;Cargo stock weight(real);;;60433.0
Cr7;2024-05-07 22:24:22;Cargo stock weight(real);;;55289.2
Cr7;2024-05-07 22:24:22;Cargo stock weight(real);;;49857.3
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;44259.9
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;38384.4
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;32830.0
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;27467.8
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;21732.9
Cr7;2024-05-07 22:26:27;Cargo stock weight(real);;;16201.4
Cr6;2024-05-08 00:18:42;Cargo stock weight(withholding);;0.0
Cr4;2024-05-08 01:27:18;Cargo stock weight(withholding);;1383.0
Cr8;2024-05-08 05:38:05;Cargo stock weight(real);;;109715.3
Cr11;2024-05-08 06:39:14;Cargo stock weight(real);;;32952.0
Cr8;2024-05-08 06:52:37;Cargo stock weight(real);;;104501.1
Cr18;2024-05-08 06:57:27;Cargo stock weight(real);;;139718.9
Cr14;2024-05-08 06:59:39;Cargo stock weight(real);;;91006.0
Cr8;2024-05-08 07:04:23;Cargo stock weight(real);;;99134.1
Cr2;2024-05-08 07:05:22;Cargo stock weight(real);;;111191.4
Cr10;2024-05-08 07:08:56;Cargo stock weight(withholding);;15923.2
Cr14;2024-05-08 07:09:30;Cargo stock weight(real);;;85903.2
Cr2;2024-05-08 07:14:36;Cargo stock weight(real);;;105816.3
Cr9;2024-05-08 07:24:22;Cargo stock weight(real);;;99749.0
Cr2;2024-05-08 07:25:14;Cargo stock weight(real);;;100346.4
Cr9;2024-05-08 07:27:59;Cargo stock weight(real);;;93705.0
Cr2;2024-05-08 07:28:23;Cargo stock weight(real);;;94578.4
Cr8;2024-05-08 07:30:24;Cargo stock weight(real);;;93608.9
Cr9;2024-05-08 07:34:20;Cargo stock weight(real);;;87868.0
Cr2;2024-05-08 07:36:00;Cargo stock weight(real);;;88899.6
Cr9;2024-05-08 07:38:43;Cargo stock weight(real);;;82231.7
Cr14;2024-05-08 07:41:26;Cargo stock weight(real);;;80411.7
Cr8;2024-05-08 07:45:15;Cargo stock weight(real);;;88000.6
Cr14;2024-05-08 07:52:37;Cargo stock weight(real);;;74563.7
Cr2;2024-05-08 07:53:56;Cargo stock weight(real);;;83440.1
Cr14;2024-05-08 07:55:27;Cargo stock weight(real);;;68961.4
Cr14;2024-05-08 07:56:11;Cargo stock weight(real);;;63145.1
Cr9;2024-05-08 07:57:34;Cargo stock weight(real);;;76315.4
Cr8;2024-05-08 07:58:27;Cargo stock weight(real);;;82128.2
Cr2;2024-05-08 07:59:23;Cargo stock weight(real);;;78217.7
Cr2;2024-05-08 07:59:45;Cargo stock weight(real);;;72343.2
Cr8;2024-05-08 08:08:11;Cargo stock weight(real);;;76800.0
Cr9;2024-05-08 08:08:51;Cargo stock weight(real);;;70466.0
Cr8;2024-05-08 08:11:26;Cargo stock weight(real);;;70949.6
Cr2;2024-05-08 08:15:08;Cargo stock weight(real);;;66978.4
Cr2;2024-05-08 08:16:49;Cargo stock weight(real);;;63936.1
Cr14;2024-05-08 08:19:48;Cargo stock weight(withholding);;5522.0
Cr9;2024-05-08 08:21:26;Cargo stock weight(real);;;65033.8
Cr8;2024-05-08 08:53:30;Cargo stock weight(real);;;65216.7
Cr8;2024-05-08 09:03:53;Cargo stock weight(real);;;59223.2
Cr3;2024-05-08 13:34:46;Cargo stock weight(withholding);;5694.4
Cr13;2024-05-08 13:52:42;Cargo stock weight(real);;;128763.4
Cr1;2024-05-08 14:03:33;Cargo stock weight(real);;;97799.8
Cr11;2024-05-08 14:09:19;Cargo stock weight(real);;;27047.1
Cr2;2024-05-08 14:10:40;Cargo stock weight(real);;;58174.4
Cr9;2024-05-08 15:14:01;Cargo stock weight(withholding);;5945.8
Cr4;2024-05-08 15:43:11;Cargo stock weight(withholding);;0.0
Cr10;2024-05-08 15:52:10;Cargo stock weight(withholding);;5135.3
Cr13;2024-05-08 16:01:00;Cargo stock weight(real);;;123375.9
Cr9;2024-05-09 01:21:10;Cargo stock weight(withholding);;0.0
Cr9;2024-05-09 01:21:15;Cargo stock weight(real);;;59143.1
Cr14;2024-05-09 02:02:38;Cargo stock weight(withholding);;0.0
Cr14;2024-05-09 02:02:43;Cargo stock weight(real);;;57936.7
Cr14;2024-05-09 02:02:43;Cargo stock weight(real);;;52640.8
Cr14;2024-05-09 02:03:40;Cargo stock weight(real);;;46768.4
Cr14;2024-05-09 02:03:40;Cargo stock weight(real);;;41857.8
Cr3;2024-05-09 05:21:09;Cargo stock weight(withholding);;0.0
Cr3;2024-05-09 05:21:14;Cargo stock weight(real);;;117346.4
Cr3;2024-05-09 05:22:56;Cargo stock weight(withholding);;5292.4
Cr10;2024-05-09 06:12:16;Cargo stock weight(withholding);;0.0
Cr3;2024-05-09 17:34:13;Cargo stock weight(withholding);;0.0
Cr19;2024-05-10 06:35:02;Cargo stock weight(real);;;123678.7
Cr8;2024-05-10 08:02:06;Cargo stock weight(real);;;53880.8
Cr17;2024-05-10 08:15:12;Cargo stock weight(real);;;113936.4
Cr3;2024-05-10 08:24:05;Cargo stock weight(real);;;111643.1
Cr16;2024-05-10 08:27:16;Cargo stock weight(real);;;101277.1
Cr2;2024-05-10 08:29:28;Cargo stock weight(real);;;52891.5
Cr13;2024-05-10 08:30:58;Cargo stock weight(real);;;117587.8
Cr20;2024-05-10 08:39:49;Cargo stock weight(real);;;117503.5
Cr3;2024-05-10 08:40:51;Cargo stock weight(real);;;106387.4
Cr19;2024-05-10 08:50:15;Cargo stock weight(real);;;118438.6
Cr13;2024-05-10 08:54:22;Cargo stock weight(real);;;112703.7
